id,nume,lat,lng
661,Scorteni,45.0954949,25.8518654
662,Bordenii Mari,45.0902253,25.8684577
663,Bordenii Mici,45.0765495,25.8630867
664,Mislea,45.0906493,25.8254802
665,Sarca,45.0833869,25.8657717
666,Secaria,45.2798749,25.6784885
667,Starchiojd,45.32746,26.179505
668,Batrani,45.3377853,26.1118275
669,Bradet,45.3424441,26.1837575
670,Gresia,45.3497973,26.1525464
671,Poiana Mare,45.3235441,26.123786
672,Rotarea,45.3111079,26.215323
673,Valea Anei,45.3054751,26.1948062
674,Zmeuret,45.3416759,26.1510579
675,Surani,45.1955029,26.1852677
676,Pacuri,45.1920569,26.1495574
677,Sirna,44.8,25.95
678,Bratesti,44.7966304,25.9167681
679,Coceana,44.8170109,25.9248135
680,Habud,44.7759577,25.932931
681,Tariceni,44.7933912,25.9734347
682,Varnita,44.8079042,25.944401
683,Soimari,45.1685002,26.2084383
684,Lopatnita,45.1896359,26.219301
685,Magura,45.1469313,26.1892012
686,Sotrile,45.216667,25.716667
687,Lunca Mare,45.2006657,25.7424037
688,Plaiu Campinei,45.1862474,25.7373806
689,Plaiu Cornului,45.2173503,25.6834942
690,Seciuri,45.2391298,25.7281496
691,Vistieru,45.2214472,25.7002599
692,Stefesti,45.2175291,25.9080096
693,Scurtesti,45.2530655,25.8880347
694,Tarsoreni,45.2366989,25.9038488
695,Talea,45.216667,25.55
696,Plaiu (Talea),45.1385216,25.6215638
697,Tataru,45.1082,26.3078
698,Podgoria,45.107318,26.3092423
699,Silistea,45.1085573,26.2915639
700,Targsoru Vechi,44.8945979,25.9403764
701,Stancesti,44.8550112,25.9166172
702,Strejnicu,44.913473,25.9548124
703,Zahanaua,44.8743384,25.9393384
704,Teisani,45.2352,26.0129999
705,Bughea de Sus,45.2023945,25.9933656
706,Olteni,45.2213771,26.0208175
707,Stubeiu,45.2220853,26.014065
708,Valea Stalpului,45.216318,26.0158783
709,Telega,45.1330404,25.7895793
710,Bosilcesti,45.1516136,25.8341881
711,Bustenari,45.1421289,25.8398123
712,Doftana,45.1415802,25.7800805
713,Melicesti,45.165449,25.8209209
714,Tontesti,45.1260988,25.8311979
715,Tinosu,44.8129765,26.0102035
716,Pisculesti,44.8307327,26.0137783
717,Predesti,44.8031061,25.9946821
718,Tomsani,44.933333,26.3
719,Loloiasca,44.969137,26.2918346
720,Magula,44.9271284,26.3028331
721,Satucu,44.955261,26.2949726
722,Valea Calugareasca,44.9599551,26.1620079
723,Arva,44.9581347,26.1770284
724,Coslegi,44.9043141,26.1577328
725,Darvari,44.9198707,26.1552401
726,Pantazi,44.9352398,26.1357635
727,Rachieri,44.9612435,26.1415259
728,Radila,44.9230703,26.1751765
729,Schiau (Valea Calugareasca),44.9907399,26.1813844
730,Valea Larga,44.9689667,26.1951011
731,Valea Mantei,44.9776944,26.1621306
732,Valea Nicovani,44.9618949,26.189628
733,Valea Poienii,44.9728339,26.1692241
734,Valea Popii,44.96437,26.1287818
735,Valea Ursoii,44.9564463,26.1991061
736,Varfurile,44.9904153,26.1573157
737,Valea Doftanei,45.3,25.7166669
738,Traisteni,45.3424734,25.7308462
739,Tesila,45.2940371,25.7237463
740,Varbilau,45.1701817,25.9560329
741,Cotofenesti,45.1360912,25.9881562
742,Livadea,45.18482,25.9267157
743,Podu Ursului,45.1717421,25.9238977
744,Poiana Varbilau,45.1513368,25.9871797
745,Valcanesti,45.116667,25.9333329
746,Carjari,45.1028344,25.9527903
747,Trestioara,45.1434188,25.9477959
748,Campulung,45.270605,25.0531038
749,Valea Rumanestilor,45.2659594,25.0809737
750,Costesti,44.6742056,24.857734
751,Brosteni (Costesti),44.7186473,24.8624926
752,Laceni,44.7149872,24.8782847
753,Parvu Rosu,44.730947,24.9103755
754,Podu Brosteni,44.7427571,24.8541332
755,Smei,44.7313154,24.839699
756,Starci,44.6867769,24.8406377
757,Curtea de Arges,45.1405966,24.6685182
758,Noaptes,45.1042002,24.648615
759,Mioveni,44.9571174,24.947214
760,Clucereasa,44.979239,24.942659
761,Colibasi,44.9384068,24.9105025
762,Fagetu,44.9074286,24.9106786
763,Racovita,44.9770221,24.9947671
764,Topoloveni,44.8105516,25.0770243
765,Botarcani,44.8464805,25.0845809
766,Crintesti,44.8528878,25.091547
767,Goranesti,44.8564012,25.0871046
768,Tiganesti,44.8324566,25.081113
769,Albestii de Arges,45.216667,24.666667
770,Albestii Ungureni,45.2216211,24.6675253
771,Bratesti,45.222084,24.711524
772,Doblea,45.2194472,24.7013492
773,Dobrotu,45.2072385,24.6543181
774,Albestii Pamanteni,45.2063581,24.6689884
775,Dumiresti,45.2483004,24.6949525
776,Florieni,45.2406485,24.7228013
777,Albestii de Muscel,45.316667,25
778,Albesti,45.3088669,25.0068461
779,Bughea de Sus,45.2931835,25.0312529
780,Candesti,45.3240855,24.9683288
781,Albota,44.7894674,24.8493968
782,Cerbu,44.7569744,24.8193209
783,Fratesti,44.7989181,24.7885222
784,Gura Vaii,44.8006069,24.838577
785,Mares,44.7783346,24.788221
786,Aninoasa,45.194278,24.928139
787,Brosteni (Aninoasa),45.1953735,24.9172493
788,Slanic,45.2302821,24.8889182
789,Valea Silistii,45.1905061,24.9073842
790,Arefu,45.4744346,24.6258241
791,Capatanenii Pamanteni,45.3162504,24.6458936
792,Capatanenii Ungureni,45.3322862,24.6412081
793,Bascov,44.8906952,24.7853667
794,Braileni,44.8839311,24.7771975
795,Glambocu,44.8919198,24.7961187
796,Mica,44.8870911,24.7474245
797,Prislopu Mic,45.0722527,24.8142726
798,Schiau,44.9201977,24.7914444
799,Uiasca,44.8779923,24.8082615
800,Valea Ursului,44.8895874,24.7660705
801,Babana,44.880926,24.6937161
802,Bajanesti,44.8570049,24.7091467
803,Ciobanesti,45.0722527,24.8142726
804,Cotmenita,44.8911209,24.7030937
805,Grosi,44.8670896,24.7001892
806,Lupueni,44.8794955,24.7240907
807,Slatioarele,44.859528,24.751799
808,Baiculesti,45.0698096,24.6903364
809,Alunisu (Baiculesti),45.0654668,24.595764
810,Anghinesti,45.0732863,24.6617064
811,Argesani,45.0551811,24.7000309
812,Manicesti,45.0183372,24.720115
813,Stejari,45.0385108,24.707836
814,Tutana,45.0426831,24.651921
815,Valea Brazilor,45.0516397,24.6803831
816,Valea lui Enache,45.0835609,24.6412494
817,Zigoneni,45.0900033,24.6780276
818,Balilesti,45.06209,24.9384145
819,Bajesti,45.0268548,24.9405087
820,Golesti (Balilesti),45.0800887,24.9357712
821,Poienita,45.1127612,24.9234846
822,Priboaia,45.0917391,24.941759
823,Ulita,45.10975,24.9391138
824,Valea Mare-Bratia,45.0566684,24.9537185
825,Barla,44.4254857,24.7822518
826,Afrimesti,44.4788617,24.7630401
827,Badesti (Barla),44.39719,24.7618321
828,Brabeti,44.4604282,24.7660104
829,Ciocesti,44.4432194,24.7796107
830,Malu (Barla),44.4527357,24.7807889
831,Mandra,44.4589425,24.7751036
832,Mozacenii-Vale,44.4014037,24.8018268
833,Podisoru,44.4110664,24.7917468
834,Selareasca,44.4364453,24.7771595
835,Urlueni,44.4813745,24.7786848
836,Zuvelcati,44.4693393,24.7618659
837,Beleti-Negresti,44.9634,25.0692
838,Beleti,44.909432,25.0825937
839,Lentea,44.9858445,25.104264
840,Negresti,44.9556819,25.0755339
841,Zgripcesti,44.9412512,25.0736524
842,Berevoesti,45.2267717,24.9362258
843,Bratia (Berevoesti),45.2709048,24.9407674
844,Gamacesti,45.247677,24.9293911
845,Otelu,45.2544137,24.952694
846,Bogati,44.8848405,25.1505349
847,Barloi,44.880295,25.1356181
848,Bujoi,44.8892069,25.1372044
849,Chitesti,44.8599742,25.137839
850,Dumbrava,44.516667,23.116667
851,Glambocel,44.8540178,25.1632121
852,Glambocelu,44.8279398,25.1425907
853,Suseni (Bogati),44.9028737,25.1422839
854,Boteni,45.1889429,25.1249379
855,Balabani,45.1520554,25.1361552
856,Lunca,45.1585928,25.1188981
857,Muscel,45.270605,25.0531038
858,Botesti,45.0105052,25.1327253
859,Mosteni-Greci,45.0059185,25.1575578
860,Bradu,44.800796,24.9175904
861,Geamana,44.828632,24.8934015
862,Bradulet,45.2805991,24.7683626
863,Alunisu (Bradulet),45.2937113,24.7736651
864,Bradetu,45.3078087,24.7584969
865,Cosaci,45.2802319,24.7821071
866,Galesu,45.2723787,24.7607778
867,Piatra (Bradulet),45.2486806,24.7690004
868,Slamnesti,45.2757501,24.7677722
869,Uleni,45.2662209,24.7793673
870,Ungureni (Bradulet),45.2569769,24.7708341
871,Budeasa,44.933632,24.830938
872,Budeasa Mare,44.9210127,24.8307236
873,Budeasa Mica,44.9138325,24.8510565
874,Calotesti,44.9789915,24.7618941
875,Galasesti (Budeasa),44.9518398,24.7937068
876,Rogojina,44.9315323,24.8173315
877,Valea Marului,45.329925,25.0746451
878,Bughea de Jos,45.2756765,24.9993022
879,Buzoesti,44.5795862,24.9212046
880,Bujoreni,45.216667,24.583333
881,Cornatel,44.5784152,24.9526586
882,Curteanca,44.5726213,24.9300403
883,Ionesti,44.6113225,24.900917
884,Podeni,44.5872824,24.9092178
885,Redea,44.6010425,24.9028579
886,Serboeni,44.6422621,24.8894194
887,Tomsanca,44.6209965,24.9386391
888,Vladuta,44.6153664,24.9046722
889,Vulpesti,44.5963923,24.9387442
890,Caldararu,44.4613195,24.9392956
891,Burdea,44.4482922,24.90048
892,Strambeni (Caldararu),44.4662776,24.9706428
893,Calinesti,44.8290314,25.0402574
894,Carstieni,44.8896999,25.0293311
895,Ciocanesti,44.8514751,24.9705143
896,Glodu (Calinesti),44.856022,25.0490683
897,Gorganu,44.8427819,25.0395921
898,Radu Negru,44.8656459,25.0078446
899,Rancaciov,44.8614333,25.0338434
900,Udeni-Zavoi,44.825288,24.9967324
901,Urlucea,44.8780611,25.0261918
902,Valea Corbului,44.9106309,25.0324472
903,Valeni-Podgoria,44.8573848,24.9875952
904,Vranesti,44.8501805,25.0078933
905,Cateasca,44.7623321,25.0878398
906,Catanele,44.8002229,24.9969738
907,Ciresu,44.7619168,25.0315531
908,Coseri,44.7803769,25.0555499
909,Gruiu (Cateasca),44.7430519,25.072684
910,Recea (Cateasca),44.8071388,24.9725898
911,Silistea,44.7368519,25.054362
912,Cepari,45.208817,24.5224354
913,Carpenis,45.219899,24.5228959
914,Ceparii Pamanteni,45.211077,24.5669775
915,Ceparii Ungureni,45.1920372,24.5360672
916,Morasti,45.2283247,24.5132073
917,Sendrulesti,45.2099498,24.5447038
918,Urluiesti,45.2004589,24.5263876
919,Valea Magurei,45.0722527,24.8142726
920,Zamfiresti (Cepari),45.1950801,24.5118342
921,Cetateni,45.1832696,25.2074484
922,Laicai,45.1720966,25.2125539
923,Valea Cetatuia,45.2140872,25.2076386
924,Cicanesti,45.2445122,24.6111116
925,Barasti,45.2537536,24.5924879
926,Mioarele (Cicanesti),45.2474206,24.6282917
927,Urechesti,45.6030363,27.0718873
928,Ciofrangeni,45.1033189,24.5495013
929,Burlusi,45.1187407,24.5308445
930,Lacurile,45.1000072,24.5368494
931,Piatra (Ciofrangeni),45.1009898,24.5107997
932,Schitu-Matei,44.9832111,24.4870192
933,Ciomagesti,44.8343167,24.4443226
934,Beculesti,44.8230565,24.4369503
935,Bratia (Ciomagesti),45.2709048,24.9407674
936,Cungrea,44.8805813,24.4902492
937,Dogari,44.8463051,24.4810153
938,Fedelesoiu,44.8452193,24.4532817
939,Giuclani,44.8858352,24.5132159
940,Paunesti,44.8490611,24.4472259
941,Radutesti,44.864236,24.475363
942,Cocu,44.8661447,24.6666959
943,Barbatesti,44.9109668,24.6301141
944,Crucisoara,44.8210462,24.6602692
945,Facaletesti,44.8484942,24.6763763
946,Greabanu,44.9135111,24.6190121
947,Popesti (Cocu),44.8524142,24.6377929
948,Rachitele de Jos,44.8851136,24.66205
949,Rachitele de Sus,44.9116692,24.6566764
950,Corbeni,45.3057348,24.6536977
951,Berindesti,45.3243415,24.6649628
952,Bucsenesti,45.2960297,24.6525453
953,Oestii Pamanteni,45.2536319,24.6581947
954,Oestii Ungureni,45.2558346,24.6485954
955,Poienari (Corbeni),45.3157729,24.6561243
956,Rotunda,45.2814394,24.6536911
957,Turburea,45.3301428,24.6994176
958,Corbi,44.983333,24.483333
959,Corbsori,45.254797,24.8261136
960,Jgheaburi,45.2779296,24.8096135
961,Poduri,45.2283538,24.8327241
962,Poienarei,45.2554595,24.8043848
963,Stanesti,45.2391935,24.8262465
964,Cosesti,45.0602817,24.8767012
965,Jupanesti,45.0700334,24.8480035
966,Lapusani,45.124213,24.852686
967,Leicesti,45.1061979,24.8553692
968,Pacioiu,45.0755822,24.8695961
969,Petresti,45.0722527,24.8142726
970,Priseaca,45.0911433,24.8452972
971,Cotmeana,44.9864246,24.6272583
972,Bascovele,45.0107121,24.6428004
973,Bunesti (Cotmeana),45.0342227,24.6104656
974,Dealu Padurii,44.9627159,24.5930477
975,Dragolesti,45.0394114,24.6094448
976,Costesti (Cotmeana),44.9854178,24.5965399
977,Lintesti,45.0041958,24.6118153
978,Negesti,45.0068068,24.6517272
979,Pielesti,45.0484461,24.575377
980,Sandulesti,45.0279542,24.6432194
981,Spiridoni,44.9807345,24.5845678
982,Ursoaia,44.9886994,24.6658949
983,Varloveni,45.0295707,24.5956219
984,Zamfiresti (Cotmeana),44.9819809,24.6520304
985,Cuca,44.9739253,24.5169157
986,Baltata,44.9554423,24.5058136
987,Barbalani,44.9051366,24.5097596
988,Carcesti,44.9599436,24.5348502
989,Cotu (Cuca),44.9034579,24.4737764
990,Crivatu,44.9550181,24.5130956
991,Launele de Sus,44.9356423,24.489685
992,Macai,44.9882081,24.5030816
993,Manesti,44.9818934,24.5131521
994,Sinesti,44.9947144,24.5070944
995,Stanicei,44.9676086,24.4958141
996,Teodoresti,44.9178029,24.4839676
997,Valea Cucii,44.9773067,24.4912287
998,Vonigeasa,44.9836544,24.5406676
999,Davidesti,45.0047942,25.0245528
1000,Contesti,44.9860447,25.0118955
1001,Voroveni,45.027234,25.0639461
1002,Dambovicioara,45.4379585,25.2327434
1003,Ciocanu,45.4596728,25.2443632
1004,Podu Dambovitei,45.4061086,25.2056876
1005,Darmanesti,45.0136704,24.9011662
1006,Negreni,44.9866287,24.9108585
1007,Piscani,44.972833,24.9115737
1008,Valea Nandrii,44.9738338,24.89125
1009,Valea Rizii,45.0289127,24.8969399
1010,Dobresti,44.9446163,25.1174939
1011,Furesti,44.9324241,25.1060652
1012,Domnesti,45.203321,24.8386752
1013,Dragoslavele,45.3534374,25.2326464
1014,Valea Hotarului,45.3188464,25.1696972
1015,Draganu,44.9525749,24.6884924
1016,Bacesti,44.9436031,24.6898597
1017,Draganu-Olteni,44.9253664,24.7153893
1018,Dumbravesti,44.9643213,24.6858257
1019,Prislopu Mare,44.8968212,24.7400522
1020,Godeni,45.2080648,24.9791393
1021,Bordeieni,45.2536679,24.9773248
1022,Capu Piscului (Godeni),45.1796886,24.9779936
1023,Cotesti,45.2005276,24.9740635
1024,Malu (Godeni),45.250757,24.9751
1025,Harsesti,44.5304697,24.7782938
1026,Ciobani,44.5114048,24.7759379
1027,Martalogi,44.5023678,24.7885506
1028,Hartiesti,45.111635,25.1147995
1029,Barzesti,45.0466387,25.0791903
1030,Dealu,45.1096972,25.107144
1031,Huluba,45.0663717,25.0558948
1032,Lespezi,45.1377689,25.1227525
1033,Lucieni,45.1307287,25.1103087
1034,Vulturesti,45.0665726,25.0842518
1035,Izvoru,44.7289075,24.1731869
1036,Leordeni,44.7890962,25.1264324
1037,Baloteasca,44.7578053,25.1689911
1038,Baila,44.8019389,25.1375162
1039,Bantau,44.8199418,25.1858506
1040,Budisteni,44.8050407,25.1558896
1041,Carciumaresti,44.7969584,25.1086999
1042,Ciolcesti,44.7974136,25.1975433
1043,Ciulnita,44.7873049,25.1498622
1044,Cotu Malului,44.7508709,25.1919258
1045,Glambocata,44.778488,25.2005204
1046,Glambocata-Deal,44.7835876,25.1656922
1047,Glodu (Leordeni),44.8185765,25.166673
1048,Moara Mocanului,44.7693065,25.139725
1049,Schitu Scoicesti,44.8155274,25.1454393
1050,Leresti,45.3341893,25.0695858
1051,Pojorata,45.3548037,25.0629509
1052,Voinesti,45.3076846,25.0760679
1053,Lunca Corbului,44.6657705,24.7771847
1054,Bumbueni,44.7361421,24.7895175
1055,Catane,44.638618,24.7616849
1056,Ciesti,44.6263081,24.7617915
1057,Langesti,44.700065,24.7724861
1058,Marghia de Jos,44.6802694,24.7169384
1059,Marghia de Sus,44.6899503,24.7096028
1060,Padureti,44.6597666,24.765906
1061,Silisteni,44.7215484,24.7793931
1062,Malureni,45.0609637,24.7825785
1063,Bunesti (Malureni),45.0137079,24.7563432
1064,Pauleasca (Malureni),45.0428153,24.8214506
1065,Toplita,45.0934962,24.7275782
1066,Zarnesti,45.0216033,24.7838897
1067,Maracineni,44.892793,24.8778122
1068,Argeselu,44.9224607,24.8725484
1069,Merisani,44.9663395,24.7415825
1070,Borlesti,44.9467709,24.7620565
1071,Brateasca,44.9946411,24.7127534
1072,Capu Piscului (Merisani),45.0048793,24.7462743
1073,Crampotani,45.0145491,24.6935028
1074,Dobrogostea,44.928266,24.7806031
1075,Malu Vanat,44.9855085,24.7255349
1076,Varzaru,44.937315,24.7735514
1077,Valcelele,45.0027143,24.7018821
1078,Micesti,44.948072,24.863497
1079,Branzari,44.9581397,24.8347197
1080,Pauleasca (Micesti),44.948072,24.863497
1081,Purcareni (Micesti),44.9539284,24.8862981
1082,Mihaesti,45.1023649,25.0108527
1083,Draghici,45.1320543,25.0541333
1084,Furnicosi,45.1419382,25.0011352
1085,Rudeni (Mihaesti),45.1234931,25.008224
1086,Valea Bradului,45.099793,24.9992289
1087,Valea Popii (Mihaesti),45.0932637,25.017897
1088,Vacarea,45.1104694,25.0427089
1089,Mioarele,45.237222,25.074167
1090,Alunis,45.0722527,24.8142726
1091,Chilii,45.2366009,25.0544838
1092,Cocenesti,45.2252453,25.0897027
1093,Matau,45.236951,25.0743196
1094,Suslanesti,45.2382337,25.1194424
1095,Mirosi,44.4150478,24.9382215
1096,Surdulesti,44.3876471,24.9508473
1097,Moraresti,45.0160982,24.5679117
1098,Dealu Obejdeanului,44.987932,24.558496
1099,Dedulesti,45.0198613,24.540601
1100,Luminile,45.0363821,24.5441573
1101,Mancioiu,45.0134013,24.5010975
1102,Sapunari,44.9710671,24.556524
1103,Mosoaia,44.8301274,24.7909453
1104,Batrani,44.8408929,24.7576635
1105,Ciocanai,44.8450151,24.7825995
1106,Dealu Viilor (Mosoaia),44.8110978,24.8252287
1107,Hintesti,44.8363107,24.8389517
1108,Lazaresti (Mosoaia),44.8341721,24.7466657
1109,Smeura,44.828259,24.8257314
1110,Mozaceni,44.5793159,25.1434087
1111,Babaroaga,44.5485172,25.1855701
1112,Zidurile,44.5789088,25.1660914
1113,Musatesti,45.2263899,24.7765609
1114,Bolovanesti,45.2333034,24.7276682
1115,Costesti-Valsan,45.150276,24.7721947
1116,Prosia,45.2185939,24.7887616
1117,Robaia,45.2142428,24.7779546
1118,Stroesti,45.1257843,24.7921674
1119,Valea Faurului,45.1999259,24.7860655
1120,Valea Muscelului,45.1628538,24.763471
1121,Valea lui Mas,45.2156691,24.7501867
1122,Valsanesti,45.1832346,24.7910043
1123,Negrasi,44.5946666,25.1251445
1124,Barlogu,44.6228126,25.078496
1125,Buta,44.6248803,25.1169553
1126,Mozacu,44.611028,25.1655038
1127,Nucsoara,45.340145,24.7805622
1128,Gruiu (Nucsoara),45.3285399,24.7659598
1129,Sboghitesti,45.3293644,24.8056271
1130,Slatina,45.3558662,24.7989777
1131,Oarja,44.7600838,24.9759305
1132,Ceausesti,44.7575928,24.960142
1133,Pietrosani,45.1728103,24.8414724
1134,Badesti (Pietrosani),45.1697658,24.8599914
1135,Ganesti,45.1223364,24.8393237
1136,Retevoiesti,45.1437982,24.8378789
1137,Varzaroaia,45.1575628,24.8428687
1138,Poiana Lacului,44.8092458,24.7102758
1139,Catunasi,45.0722527,24.8142726
1140,Cepari (Poiana Lacului),44.7962735,24.6782232
1141,Dealu Orasului,45.1096972,25.107144
1142,Dealu Viilor (Poiana Lacului),44.8292469,24.7037515
1143,Dinculesti,44.8123614,24.7342406
1144,Galeteanu,44.8077051,24.6834615
1145,Gardinesti,44.7879125,24.6609674
1146,Galcesti,44.821077,24.7499489
1147,Metofu,44.8503414,24.7193292
1148,Paduroiu din Deal,44.7910358,24.711726
1149,Paduroiu din Vale,44.7832993,24.699817
1150,Samara,44.8270618,24.7132495
1151,Poienarii de Arges,45.0738033,24.5321721
1152,Ceauresti,45.0507854,24.5217426
1153,Ioanicesti,45.0644002,24.508209
1154,Poienari (Poienarii de Arges),45.0738033,24.5321721
1155,Tomulesti,45.0728561,24.492848
1156,Poienarii de Muscel,45.2178871,25.0545372
1157,Grosani,45.2314047,25.034028
1158,Jugur,45.1896568,25.0846576
1159,Poienari (Poienarii de Muscel),45.2178871,25.0545372
1160,Serbanesti (Poienarii de Muscel),45.1991812,25.0545897
1161,Valea Indarat,45.2077854,25.0577626
1162,Popesti,44.4583391,25.1200534
1163,Adunati,44.4531067,25.0271461
1164,Bucov,44.4447807,25.0365715
1165,Palanga,44.4507867,25.0842625
1166,Purcareni (Popesti),44.4465209,25.133861
1167,Raca,44.4351775,25.0409767
1168,Slobozia (Popesti),44.4336317,25.1313385
1169,Priboieni,44.8747392,25.0801048
1170,Albotele,44.8950167,25.0807102
1171,Paraschivesti,44.8811508,25.0870742
1172,Pitoi,44.8756056,25.0896186
1173,Samaila,44.8665463,25.0966058
1174,Valea Mare,44.8745157,25.073128
1175,Valea Nenii,44.8874394,25.0813556
1176,Valea Popii (Priboieni),44.8647155,25.0832897
1177,Ratesti,44.7423795,25.130861
1178,Ciupa-Manciulescu,44.7014681,25.1580267
1179,Furduesti,44.7243761,25.1024117
1180,Mavrodolu,44.6921885,25.2158465
1181,Nejlovelu,44.6929759,25.1731847
1182,Patuleni,44.732936,25.1605836
1183,Tigveni (Ratesti),44.7373896,25.1416119
1184,Recea,44.5252446,25.0333002
1185,Deagu de Jos,44.5478844,25.0257121
1186,Deagu de Sus,44.5583394,25.0124804
1187,Goleasca,44.5698758,25.0577655
1188,Orodel,44.5104998,25.0176166
1189,Rociu,44.6513281,25.0090996
1190,Gliganu de Jos,44.6577532,25.0343076
1191,Gliganu de Sus,44.6555564,25.0015221
1192,Serbanesti (Rociu),44.6816651,24.9951384
1193,Rucar,45.3892722,25.1761038
1194,Satic,45.4564015,25.1596636
1195,Salatrucu,45.3379859,24.5126943
1196,Valeni,45.2641245,24.5362162
1197,Sapata,44.7429726,24.7412169
1198,Banaresti,44.7282481,24.7530166
1199,Dealu Bradului,44.7390982,24.7232866
1200,Draghicesti,44.7534566,24.75184
1201,Gainusa,44.762907,24.7375589
1202,Lipia,44.7719934,24.7248535
1203,Martesti,44.7181822,24.7499571
1204,Popesti (Sapata),44.7438736,24.7506668
1205,Turcesti,44.7355954,24.7545258
1206,Schitu Golesti,45.1986592,25.0034621
1207,Burnesti,45.1738326,25.0077925
1208,Costita,45.2055918,25.0031144
1209,Lazaresti (Schitu Golesti),45.1675947,24.9978402
1210,Loturi,45.2171253,25.0177716
1211,Valea Pechii,45.1923059,25.0106754
1212,Slobozia,44.5256567,25.2409269
1213,Nigrisoara,44.5019585,25.232037
1214,Stalpeni,45.0580155,24.9772653
1215,Dealu Frumos,45.0298737,24.9675264
1216,Livezeni,45.0428066,24.9786042
1217,Ogrezea,45.0580591,24.9957291
1218,Opresti,45.071002,24.9854877
1219,Pitigaia,45.0712129,25.035174
1220,Radesti,45.0666387,24.9988798
1221,Stoenesti,45.264665,25.2273979
1222,Badeni,45.2447672,25.1793165
1223,Cotenesti,45.23358,25.1844379
1224,Lunca Gartii,45.2939587,25.1639302
1225,Piatra (Stoenesti),45.2799556,25.1517544
1226,Slobozia (Stoenesti),45.2745783,25.1799617
1227,Valea Badenilor,45.2638672,25.1963046
1228,Stolnici,44.5624791,24.783059
1229,Cochinesti,44.5716054,24.7647731
1230,Cotmeana (Stolnici),44.5956251,24.7564009
1231,Falfani,44.6123012,24.761284
1232,Izbasesti,44.5840697,24.7772317
1233,Vlascuta,44.5432442,24.7919995
1234,Suseni,44.702993,24.9458492
1235,Burdesti,44.724072,24.9558584
